email,customer_id,employee_index,country,sex,age,joindate,customer_index6,customer_life,customer_relation,res_index,for_index,prov_code,prov_name,activity_index,income,segmentation,CheckingAccount,SavingsAccount,CreditCard,HomeLoan,AutoLoan,InvestmentAccount,RetirementAccount,MoneyMarketAccount,CDAccount,DebitCard,OnlineBanking,Mortgage,DirectDeposit,Pension,BillPay,PersonalLoan,BrokerageAccount,TrustAccount,OverdraftProtection,PrepaidCard,MoneyTransfer,DirectDebit,BusinessAccount,SafeDepositBox
amy04@example.org,6376396,S,MX,M,79,19/06/24,7,20,A,N,N,41.0,Perezshire,0.20568720759995507,147663.74642034748,Business,1,0,1,1,0,1,0,0,1,1,0,1,1.0,,0,1,0,1,0,0,1,1,0,1
emcdonald@example.com,1285288,N,US,M,78,25/04/24,3,11,C,S,N,40.0,North Craig,0.7290946129334324,20260.694651956463,Business,0,1,0,1,0,0,0,1,1,1,1,1,1.0,0.0,1,0,1,1,0,0,1,0,0,1
theresa73@example.org,1209323,N,US,F,19,25/07/15,4,16,C,S,N,23.0,South Aaronchester,0.33285550846724654,52972.77809502073,Business,1,1,1,1,0,0,1,1,1,0,0,0,1.0,0.0,0,1,0,0,1,1,1,1,1,1
zhaynes@example.net,7456785,N,CA,F,77,29/01/21,8,12,A,N,N,52.0,Lake Nicole,0.97043996570969,127783.41576485765,Business,0,1,1,1,1,1,0,0,1,0,1,0,0.0,1.0,0,1,1,0,0,1,1,0,0,1
jonesholly@example.com,7375141,S,MX,O,78,12/01/22,3,1,A,N,S,8.0,North Williamton,0.9304253034887787,90767.4683969975,Individual,0,1,1,0,0,0,1,1,0,1,0,0,,,0,0,1,0,0,0,1,0,1,0
rfinley@example.org,3610334,S,MX,O,78,25/03/15,0,4,A,N,S,54.0,New Marioshire,,131316.67519008738,Business,1,0,1,0,0,1,1,1,1,1,0,1,,,0,1,0,1,1,1,0,1,0,0
monica98@example.net,4179211,S,CA,O,31,17/10/22,1,16,C,S,N,54.0,South Gregory,0.8364894769953207,36020.303975950366,Business,1,1,0,0,1,0,0,1,0,1,0,1,,0.0,1,1,0,0,1,1,1,1,0,1
wardjames@example.com,4708221,N,US,M,33,06/03/18,5,9,B,N,N,,West Deborahview,0.12687725519852222,51856.73988803888,Business,0,1,0,0,1,0,0,0,1,1,1,1,,1.0,0,1,0,1,0,0,0,0,0,1
josephcantu@example.net,7009333,N,US,F,44,18/06/17,3,12,B,N,S,23.0,Aprilfurt,0.3177546352283148,136711.03850627516,Premium,0,0,0,1,1,0,1,0,1,1,1,0,,0.0,0,0,1,0,1,1,0,0,1,0
annecaldwell@example.com,4092189,N,MX,O,67,24/02/25,2,12,C,N,N,10.0,East Teresafurt,0.8501819357493289,92679.21059175229,Individual,0,1,0,0,0,0,0,1,1,0,0,0,0.0,1.0,1,1,1,1,0,0,1,1,1,1
xflores@example.org,3159049,S,US,O,34,19/10/21,4,2,C,S,S,47.0,Mullinsshire,0.1993981759207416,175063.27707866684,Premium,0,0,1,1,0,1,0,0,1,0,1,1,0.0,,1,1,1,1,1,0,1,0,0,0
nathanyoung@example.net,8391472,N,MX,M,44,11/10/21,9,4,C,N,N,33.0,New Bonnie,0.7444637312826492,151381.79756025365,Business,0,0,0,1,0,1,0,1,0,1,0,1,0.0,,0,1,1,1,0,1,0,1,0,0
mporter@example.com,7153286,N,US,F,65,27/10/22,0,8,B,N,S,52.0,Christopherside,0.1860753367747583,33463.38452232265,Business,1,0,1,0,1,0,1,0,1,1,0,1,1.0,,0,1,0,0,0,0,1,0,1,0
willie64@example.org,9402893,S,US,F,55,26/06/18,10,20,C,N,N,36.0,Port Nancyton,0.27328673719918395,53152.6360345341,Premium,0,0,0,0,1,0,1,0,1,1,1,1,1.0,,1,1,0,1,1,1,0,1,0,0
tonybarnes@example.org,8637526,S,CA,O,40,06/10/22,6,13,B,S,S,53.0,Markmouth,0.42336938208026875,170755.36382674187,Individual,0,0,1,0,0,1,0,1,0,0,0,0,,0.0,0,1,1,0,0,0,0,0,0,1
kmurray@example.com,2714564,S,CA,O,53,25/04/22,5,5,A,N,S,52.0,Leeberg,0.5805554591133961,193140.17269044006,Premium,1,1,1,0,1,0,1,1,0,0,0,0,0.0,0.0,1,0,1,1,1,0,1,1,1,0
michelle50@example.org,5302213,S,CA,O,47,06/11/21,4,10,A,S,N,29.0,West Kristopherville,0.8964256016120952,89108.12405582106,Individual,0,0,0,0,0,0,1,1,0,0,1,0,1.0,,1,1,1,0,1,1,0,0,1,0
alexandrahendricks@example.net,8825525,S,CA,M,42,16/03/24,3,10,A,S,N,48.0,Alexandershire,0.5273237590059223,77467.60376139238,Business,0,1,0,1,1,1,0,1,1,0,1,1,0.0,0.0,1,1,1,0,1,0,1,0,1,1
laurajackson@example.com,9056730,N,MX,O,47,10/10/17,9,19,C,N,S,32.0,New Randy,0.7218952097914426,175630.60630024853,Individual,1,0,0,0,1,0,1,1,1,1,1,1,,1.0,0,0,0,1,1,1,1,1,0,0
jacobavery@example.com,2218710,S,US,M,26,06/10/18,9,20,B,S,N,31.0,Kathrynstad,0.0016323507616844424,145891.37715961496,Premium,1,0,0,1,1,0,0,1,1,0,1,1,0.0,1.0,0,1,1,1,0,0,0,0,1,0
dawnyoder@example.org,1888059,N,US,M,34,10/09/21,1,15,B,N,S,41.0,West Janebury,0.43503314157080175,112448.57341438385,Individual,1,0,0,1,1,1,1,0,0,1,1,1,1.0,1.0,0,1,0,1,1,0,1,0,0,1
bgonzalez@example.com,1733484,N,MX,M,71,11/10/15,2,17,C,N,S,24.0,West Keith,,163635.11889429885,Business,0,0,1,0,1,0,1,0,1,1,0,1,1.0,0.0,1,0,0,1,0,0,0,1,0,0
meyerlinda@example.com,8717090,S,CA,O,41,15/06/23,2,15,C,N,N,12.0,Amandaport,0.31697151588810224,86843.10754450495,Premium,1,1,0,0,0,1,1,0,1,1,0,1,0.0,1.0,0,1,0,0,0,1,1,1,0,1
rhonda11@example.org,1382071,S,CA,O,75,08/09/19,4,14,B,N,S,56.0,Lake Rachael,0.5004338560319249,149783.34273318545,Individual,0,0,0,0,0,0,0,0,0,1,1,0,,1.0,1,1,1,0,0,1,1,0,0,0
theresa34@example.org,4688845,S,US,F,61,21/05/16,3,1,B,S,N,49.0,Port Bradley,0.7938114314541147,162724.48722605236,Business,0,0,0,1,1,1,0,1,0,0,0,0,0.0,0.0,1,1,0,1,1,1,1,1,0,1
tgarrett@example.net,2278920,N,US,O,47,22/01/18,10,1,C,S,N,38.0,Port Brandon,0.6237835966248089,156923.85766776832,Premium,0,1,1,0,0,1,0,1,0,0,0,0,0.0,0.0,1,1,1,0,0,1,0,0,0,0
travisalvarado@example.net,2262619,N,CA,O,42,16/01/18,8,6,A,S,N,4.0,South Christon,0.8829016019234247,89349.89090776078,Business,1,1,1,1,1,0,0,1,1,0,1,1,,1.0,1,1,1,0,0,1,0,0,0,0
qjones@example.com,3276956,N,US,F,21,13/07/22,9,20,B,S,N,8.0,Port Nicholasfurt,0.23489598108299192,114951.56139705732,Business,1,0,0,0,0,1,0,0,1,1,1,0,0.0,,0,0,0,1,1,1,0,1,1,1
jamiecoleman@example.net,7612041,N,MX,O,79,12/01/16,0,14,B,S,S,37.0,Kimtown,0.7666984936219969,169438.22543898012,Premium,0,1,0,1,1,0,0,1,1,0,1,0,1.0,,1,1,1,0,1,0,0,0,1,0
jacqueline41@example.com,9597900,N,MX,F,40,04/09/22,2,15,B,S,S,,Colefurt,0.05679421924779926,24265.04310375111,Premium,1,0,1,1,1,1,0,1,1,1,1,1,1.0,0.0,1,0,1,0,1,0,1,1,1,1
christophermckenzie@example.com,4167846,N,MX,O,70,06/11/24,10,13,B,N,S,,East Cynthia,0.07713216754718333,171066.49371482315,Business,1,1,0,0,1,1,1,1,1,0,1,1,,0.0,1,0,0,1,0,0,1,1,0,1
jessicamoyer@example.net,8550824,S,MX,F,48,10/11/21,5,18,B,S,S,39.0,New Guy,0.6239864655231689,180740.8302337849,Individual,1,1,0,0,1,1,0,0,1,0,0,0,,,1,0,1,0,0,0,1,0,1,0
csanchez@example.org,5554156,N,MX,O,39,04/09/22,7,3,A,S,N,15.0,North Cynthiaside,0.4411649726500608,153510.89465037873,Business,1,1,0,0,0,0,1,1,1,1,1,0,1.0,,1,0,1,0,0,1,0,1,0,1
smithmiguel@example.net,8365074,S,CA,O,75,23/06/15,4,15,C,N,S,44.0,Fosterstad,0.6651518454871449,178671.06554377117,Business,1,1,0,1,0,1,0,0,0,1,0,1,0.0,1.0,0,1,1,0,0,1,1,1,0,0
bperkins@example.net,7800791,N,MX,M,39,08/06/19,6,3,B,S,S,,Waltersburgh,0.21271544356030625,126201.56448352631,Premium,0,0,0,0,0,0,0,1,1,1,1,0,,1.0,0,1,1,0,1,1,1,0,0,0
mistyreyes@example.net,4477832,N,CA,M,66,14/04/20,1,15,A,S,S,50.0,Port Kristin,0.73915110925322,159328.23672369967,Business,0,0,1,1,0,1,1,0,1,1,0,0,,1.0,0,0,1,1,0,1,0,0,0,1
shawnstevenson@example.net,3843461,S,US,F,52,06/06/17,4,15,B,S,N,25.0,North Tanya,0.8507565232775216,159920.00270735196,Business,0,1,0,0,0,0,0,1,1,1,1,1,1.0,0.0,0,0,0,1,0,1,1,1,1,0
vanessastewart@example.org,4688793,N,CA,O,38,02/03/16,3,4,A,S,N,28.0,North Bianca,0.31625297215808756,164861.57804300942,Individual,1,1,0,1,0,0,0,1,1,1,0,1,0.0,0.0,0,1,1,1,0,0,1,0,1,0
leejessica@example.org,8501691,N,CA,O,47,16/10/23,3,15,C,S,N,43.0,Leslietown,0.17408431549146075,119961.90275512949,Premium,1,0,0,1,1,0,1,0,0,1,1,0,,1.0,1,0,1,0,0,0,1,1,1,0
thomasjohn@example.net,6236524,S,MX,M,44,12/07/19,2,9,C,N,N,39.0,Kristinachester,0.7669669905458764,155411.00291363907,Business,1,0,0,1,1,1,1,1,1,0,0,0,,0.0,0,0,1,0,0,1,0,1,1,0
chasejennifer@example.org,5977823,S,CA,F,23,08/03/24,3,1,C,N,S,17.0,Zacharyville,0.9033264577027338,47610.03119913836,Individual,1,1,0,1,0,0,0,0,1,0,1,0,1.0,,1,0,0,1,1,0,0,1,1,0
nflores@example.net,7486276,N,CA,M,44,22/09/21,3,10,A,S,S,54.0,New Vickie,0.6079227133598419,28985.106564295136,Individual,0,1,0,1,0,0,1,0,0,0,0,1,,0.0,0,0,0,0,1,0,1,1,0,0
loveana@example.net,2567013,N,US,M,76,01/08/22,2,1,A,N,N,12.0,South Jamie,0.4490853003192782,88744.8240343267,Business,1,0,1,1,0,1,0,1,0,0,0,0,0.0,0.0,0,1,1,0,0,0,1,0,0,1
michellesanders@example.net,8235390,N,US,M,39,12/10/20,0,17,B,S,N,31.0,Copelandville,0.8210316992605668,182423.50804742888,Business,0,1,1,1,1,1,1,0,0,1,1,1,0.0,,0,0,0,1,1,1,1,0,0,0
mooreshane@example.org,8554074,N,CA,F,32,13/05/24,1,7,A,N,S,49.0,Port Paul,,106705.85837577975,Business,0,1,0,0,1,1,1,0,1,1,0,0,1.0,0.0,0,0,0,1,0,1,0,1,1,1
martinezlisa@example.net,2335136,S,MX,M,69,03/05/19,10,4,B,S,S,8.0,Lake Margaretshire,,22262.474278581118,Business,0,0,0,0,1,1,1,0,0,1,0,1,0.0,,0,0,1,0,1,0,1,0,1,1
lnguyen@example.net,1895954,N,MX,O,27,14/02/22,6,11,C,N,N,26.0,Richardsville,0.3062910461787435,101613.99354466131,Premium,0,0,0,1,0,0,1,0,0,0,1,1,1.0,0.0,1,1,0,1,1,0,1,1,0,0
sbrooks@example.com,2865208,S,CA,M,52,11/07/19,6,14,C,N,N,2.0,Joelside,0.567389530590397,72243.09566567704,Premium,1,0,1,0,1,0,1,1,0,0,1,1,1.0,,1,1,0,0,1,0,0,0,1,0
david74@example.net,5627652,N,US,O,28,15/07/19,1,9,C,S,N,27.0,Hubbardhaven,0.2737090197057084,65580.47052185875,Premium,0,1,0,0,1,0,0,0,1,1,1,1,0.0,1.0,0,1,1,0,1,1,1,1,0,0
andrea27@example.org,5034086,N,CA,O,47,21/11/16,7,19,A,N,N,35.0,New Daniel,0.5926782844294705,199954.85558710614,Business,0,0,0,0,1,1,1,0,0,0,0,0,0.0,1.0,0,1,1,1,0,1,0,1,1,0
cookmarcus@example.com,6015765,N,US,F,41,25/07/22,8,5,A,N,N,20.0,North Manuelside,0.9516901254418187,63625.63307978486,Premium,1,0,1,1,0,0,0,0,0,1,1,0,0.0,,0,1,0,0,0,1,0,0,0,1
vwall@example.org,7793287,N,US,O,74,03/08/21,4,10,A,N,N,15.0,Melissafort,0.6837441324540018,69911.02354121575,Individual,0,1,1,1,1,0,1,1,0,1,1,1,0.0,,1,0,1,0,1,0,0,0,1,0
michelledavis@example.net,1976102,S,US,M,76,05/05/22,6,5,C,S,S,10.0,Garciabury,0.6273176430115542,176008.6505100402,Premium,0,0,1,1,0,1,1,1,1,1,0,1,,0.0,0,1,0,0,0,0,1,1,1,0
philipevans@example.org,3566724,S,US,O,25,02/09/20,2,17,A,S,S,13.0,North Stacy,0.33033238548924027,77345.90719316635,Business,0,1,0,1,0,1,0,0,0,1,0,0,1.0,,1,1,1,1,0,0,0,1,0,0
shafferkelly@example.org,6246343,N,MX,O,78,22/07/19,0,11,B,S,S,14.0,Teresaburgh,0.8737915340694538,28043.951419794023,Premium,0,1,1,0,0,0,1,1,0,0,1,1,0.0,1.0,1,1,1,1,0,1,1,1,1,1
natasha68@example.com,7456877,S,CA,M,18,02/07/24,0,20,B,S,S,33.0,Tuckerfurt,0.5881766559184691,157723.5898016381,Business,0,0,0,1,0,1,0,0,1,0,1,1,1.0,,1,0,1,0,0,1,0,0,0,1
belldavid@example.net,4052201,N,US,O,29,26/05/22,7,7,C,N,S,43.0,Lake Spencermouth,0.5422335544552169,102583.88845185321,Business,0,1,1,1,0,0,1,1,0,0,1,1,1.0,,1,1,0,0,1,0,0,0,1,1
williamspaul@example.net,9713572,N,CA,M,69,13/08/15,2,2,C,S,S,48.0,Juliehaven,0.149184971230094,162337.4959889997,Individual,1,1,1,1,0,1,0,1,1,0,1,1,,1.0,1,1,1,1,1,1,0,0,1,0
toddmorales@example.org,7226846,S,CA,F,29,05/10/23,10,1,A,S,N,25.0,Melanieborough,0.29244554280120627,83751.5898211259,Premium,1,0,0,0,0,1,0,0,1,0,1,1,,0.0,1,0,1,1,1,1,0,1,1,1
jimeneznathan@example.net,7664968,N,US,F,77,13/05/24,3,5,B,N,S,19.0,West Denise,0.4065964328926067,161946.27609307895,Premium,0,0,0,1,0,0,1,1,1,0,0,0,1.0,0.0,1,0,1,1,0,0,0,0,1,1
dguzman@example.org,4354812,S,US,O,38,27/10/22,6,8,C,N,N,47.0,East Luis,0.9099119497151453,88645.16536386535,Individual,0,1,0,0,1,1,0,1,0,1,0,1,1.0,1.0,0,1,1,1,0,1,0,1,0,1
maldonadojessica@example.net,3409452,S,MX,F,25,19/11/16,7,4,C,S,S,4.0,North Christopher,0.4673687446690219,36097.47935639186,Individual,0,1,0,0,1,0,0,1,1,0,1,0,0.0,,0,0,1,0,1,0,0,1,1,1
riveracrystal@example.org,9952126,S,US,F,49,10/12/21,4,4,A,N,S,49.0,East Alicia,0.822313559401516,185307.06446472267,Individual,0,1,0,0,0,1,0,1,0,1,0,1,,1.0,0,0,1,1,1,0,1,0,1,1
jennifer60@example.net,8296758,S,US,O,27,13/06/17,3,19,B,S,S,16.0,Davisbury,0.28369827892770616,197783.46210348236,Individual,0,1,0,1,1,0,1,0,1,0,0,1,0.0,1.0,0,0,1,0,0,0,0,1,1,1
stephensdeborah@example.org,8641945,S,MX,F,68,24/06/16,3,3,A,S,S,16.0,North Samantha,0.9255402137090041,49605.29832249511,Premium,0,0,1,0,1,0,1,1,0,0,1,0,0.0,0.0,1,0,0,1,1,1,1,1,1,0
millerrandall@example.org,2294670,N,US,O,70,07/01/22,0,12,A,N,S,11.0,Robertfurt,,98704.14908267242,Individual,0,0,0,1,0,0,1,1,0,0,1,0,1.0,,0,1,0,1,0,0,0,1,1,1
kirkjames@example.com,2302101,S,MX,O,73,01/05/21,8,19,C,S,N,,Laneburgh,,47023.8720952856,Premium,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0.0,1,1,0,1,1,1,1,1,0,0
caldwellwalter@example.com,3758692,S,US,F,75,19/03/21,9,7,A,N,N,48.0,Saraside,0.10150649344798879,87934.13519792492,Premium,0,1,1,1,1,0,0,0,1,0,0,1,1.0,,0,1,0,1,0,1,1,0,1,0
coleamy@example.com,5248527,N,US,M,30,16/04/19,10,8,C,S,N,26.0,East Stevenport,0.027643919321054256,116077.68217234948,Individual,0,0,1,1,0,1,1,0,0,0,0,0,0.0,1.0,1,0,1,1,0,0,1,1,1,0
danielcuevas@example.com,8312889,N,CA,O,61,01/06/18,1,18,B,N,S,17.0,Geoffreymouth,,104334.36882998295,Premium,1,1,0,0,1,1,1,1,0,0,0,1,0.0,0.0,0,1,1,1,1,1,0,1,0,0
donnamendoza@example.org,5288954,N,US,M,27,27/02/22,5,2,C,S,N,25.0,Port Brandyshire,0.9657959801686401,90403.1824414562,Individual,0,1,0,1,0,1,0,1,0,1,0,0,,,0,0,1,1,1,0,0,1,1,1
privas@example.org,9025002,N,US,O,48,18/07/17,3,8,B,S,S,18.0,East Brianmouth,0.6922795790810959,40258.66638482532,Individual,1,0,1,0,0,0,0,1,0,0,0,1,,0.0,1,0,0,1,1,0,0,0,0,1
pwolf@example.net,7548451,N,MX,F,37,27/04/22,8,10,A,N,N,14.0,West Ashleyside,0.789079295010198,167715.57579580654,Individual,0,1,1,1,1,0,1,1,1,0,0,0,1.0,1.0,0,1,1,0,1,1,1,1,0,1
rebeccabradley@example.org,5360273,S,US,F,78,13/02/23,7,10,B,S,S,27.0,East Maryhaven,0.39146672234340285,96325.67735212525,Premium,0,1,1,0,1,1,1,1,1,1,0,0,0.0,,1,1,0,0,0,1,1,1,1,1
erin06@example.org,4272516,S,MX,F,69,29/04/24,1,11,A,S,S,42.0,Johnsonview,0.5356808636393615,33141.932436939656,Individual,1,0,0,0,0,0,0,1,0,0,1,1,,1.0,0,0,0,0,0,0,0,1,0,1
georgechase@example.com,7760364,N,CA,F,56,15/12/24,9,14,C,N,S,41.0,Fryton,0.5073125919894163,190281.27420092895,Premium,0,1,1,0,1,0,1,1,0,0,1,1,1.0,0.0,1,0,1,0,0,1,0,1,1,0
qcampbell@example.org,8890335,S,CA,M,62,15/02/21,5,2,B,S,N,35.0,South Laura,0.8929397413162762,38788.235547413016,Individual,1,1,0,1,1,0,1,0,1,0,1,0,1.0,1.0,0,0,0,0,1,0,0,0,1,1
katherine93@example.net,7263408,N,MX,F,43,16/07/18,5,18,A,N,S,20.0,Jonathanport,0.8442736284272577,78179.60996350583,Individual,0,0,1,1,0,0,0,1,0,1,1,1,1.0,,1,0,0,1,1,1,0,1,1,1
zphillips@example.com,2164221,S,CA,O,22,30/10/20,10,16,C,N,S,41.0,North Brian,0.24035726038713912,109032.10078130965,Premium,0,0,1,1,0,1,0,1,0,0,1,0,,0.0,1,1,0,1,0,0,0,0,0,0
anthony82@example.org,1302707,S,MX,M,57,10/12/20,8,15,B,S,N,,West William,0.550742216517074,108217.2830373215,Premium,0,0,0,0,1,1,1,1,0,1,1,1,0.0,,0,0,0,1,1,1,0,1,1,1
oconway@example.com,6537525,N,CA,O,20,15/03/24,4,11,B,S,N,19.0,South Jeffreychester,0.182681517989285,63866.29994281689,Business,0,0,1,1,0,0,0,0,1,1,0,1,,1.0,0,1,1,1,1,0,1,1,1,0
juanrowe@example.com,6473594,S,CA,F,22,12/05/15,3,8,B,S,S,11.0,Julieborough,0.09180364505995353,63839.02380721684,Individual,0,0,0,0,0,0,0,1,1,1,0,0,,0.0,0,1,1,1,1,1,1,0,1,0
ihenry@example.org,2021188,N,MX,F,75,20/02/16,5,18,C,N,N,,Garyview,0.5779888513199629,106820.11433820821,Individual,0,1,1,1,0,1,0,0,1,0,1,1,1.0,1.0,0,0,1,1,0,0,1,1,1,1
osbornmatthew@example.org,1840790,S,MX,F,33,02/10/18,7,19,B,S,S,41.0,Merrittshire,0.3582252962149324,55861.493097873674,Individual,1,1,1,0,0,1,0,0,0,1,0,0,0.0,,1,1,0,1,0,0,1,0,1,0
reyessteven@example.org,2331325,N,CA,F,35,17/05/22,3,11,A,S,N,13.0,Smithshire,0.3450719829590111,123700.65709233441,Business,0,1,1,0,1,1,1,0,0,1,1,0,,,0,0,1,0,1,0,0,1,0,0
franklinashley@example.net,7190843,N,US,F,66,04/01/19,1,8,A,S,S,44.0,Melissaview,0.7312782735842656,53519.09827960053,Business,1,0,0,1,1,1,0,0,1,0,0,0,1.0,0.0,0,1,1,1,1,1,0,1,1,1
ryanstevens@example.org,2589231,S,MX,O,77,05/03/22,7,16,A,S,N,24.0,New William,0.11464229130511061,107143.11715723286,Business,1,1,1,0,0,0,1,1,1,0,1,0,1.0,1.0,1,0,0,1,0,0,1,1,1,0
stantonmelissa@example.com,4389239,N,US,F,76,11/02/16,8,17,B,N,N,32.0,East Sylviahaven,0.12767299809841715,70423.97456996325,Business,0,0,0,0,0,0,1,0,1,1,0,0,,0.0,0,1,1,1,1,0,0,1,0,0
craigrodgers@example.com,4435230,S,US,M,77,15/07/18,3,19,C,S,N,27.0,Thompsonstad,0.9548917905658416,75074.57384577958,Individual,1,1,1,0,1,1,1,0,1,0,0,0,0.0,,1,0,0,0,1,1,1,0,0,0
candice01@example.com,3421473,S,US,F,55,01/06/19,0,13,C,N,S,2.0,Port Tonya,0.5273856211250817,150074.32312978304,Business,0,0,1,1,1,1,1,0,1,1,1,1,1.0,,0,1,1,0,0,0,1,1,0,0
maria30@example.net,1774020,S,US,O,23,18/11/23,4,19,B,S,N,6.0,Kimberlytown,0.8685791923325127,96819.60888206329,Business,0,0,0,1,1,1,1,1,1,0,0,0,0.0,,1,1,1,0,0,1,1,0,0,0
maureenruiz@example.com,7862000,N,US,O,41,09/11/22,8,10,B,N,S,,New John,0.1422880980959058,22952.371571573785,Individual,1,0,1,1,0,0,0,1,0,1,1,1,0.0,0.0,1,1,0,1,1,1,0,1,0,0
jill39@example.org,1330223,N,US,F,27,29/05/15,9,16,C,N,N,53.0,East Alicemouth,,74791.33474010316,Premium,1,1,0,0,1,0,1,0,1,1,1,1,0.0,0.0,0,1,0,1,1,1,1,1,1,1
christine38@example.net,5984058,S,CA,F,24,25/10/15,9,19,B,N,S,31.0,New Rachelview,0.17852500577703512,76730.9486853131,Individual,0,0,1,1,1,1,0,1,1,1,1,1,1.0,0.0,0,0,1,0,1,1,0,0,1,1
lesliemoore@example.net,9969009,S,CA,M,51,23/07/17,9,3,A,S,S,5.0,West Kathryn,0.8105720138356867,181695.35678611408,Premium,0,0,1,1,0,1,1,0,0,0,1,1,1.0,,0,1,1,0,0,1,1,0,1,1
stewartbradley@example.org,6393930,N,MX,O,42,16/06/22,7,7,A,N,N,38.0,West Pennytown,0.7434220504390432,142255.9371410847,Individual,0,0,0,0,0,0,0,1,0,0,1,1,0.0,0.0,1,1,0,0,1,0,0,0,0,1
beverlyscott@example.org,3611448,N,US,F,71,25/09/19,10,20,C,N,S,19.0,New Danaberg,0.34038221107296907,134696.54512487835,Premium,0,1,1,1,1,0,1,1,1,0,1,0,0.0,,0,0,0,0,0,0,0,1,0,0
huntergina@example.org,5679826,N,MX,F,20,03/07/17,3,1,C,S,N,39.0,Victoriahaven,0.23360840484120715,61518.95037694997,Premium,1,1,1,0,1,0,0,1,0,0,0,1,1.0,1.0,1,1,0,0,0,0,0,1,0,1
david70@example.org,3023914,S,MX,O,73,22/11/17,0,8,C,S,N,13.0,Lewischester,,120949.3927586088,Premium,0,0,1,1,1,0,0,1,0,1,1,1,0.0,,0,1,0,0,1,0,0,0,1,0
monica98@example.org,4369242,S,CA,O,36,18/04/15,2,5,B,S,N,41.0,North Monica,0.2818697674793612,97993.64415401951,Premium,0,1,0,0,1,0,1,1,0,1,0,1,0.0,,0,0,0,1,1,1,0,0,1,0
rfrederick@example.org,2458333,S,US,M,31,23/12/15,5,3,A,N,S,31.0,Port Henry,0.6164082201225718,182094.71849037224,Premium,1,1,1,0,1,0,1,0,1,1,1,0,1.0,1.0,1,1,0,1,1,1,0,0,0,0
tina43@example.org,2877516,S,MX,M,29,16/10/16,2,12,B,N,N,50.0,Archerstad,0.6808146539556801,130500.65391267693,Individual,0,0,0,1,0,0,0,0,1,0,1,0,0.0,1.0,1,0,1,0,1,1,0,0,0,1
coxkeith@example.com,2463782,N,MX,F,75,11/10/17,4,19,A,S,N,,Johnsonmouth,0.9047828851397631,144914.6561959434,Premium,0,1,0,0,1,0,0,1,1,1,1,0,,1.0,1,0,0,0,1,0,1,1,0,0
krystal08@example.net,4828965,N,MX,O,65,29/10/21,3,20,A,N,N,32.0,Pierceport,0.5684500169862834,166116.0291007846,Business,1,1,0,1,1,0,0,1,1,1,1,0,0.0,,1,0,1,1,0,0,1,1,1,1
qkelley@example.com,6795386,N,MX,O,52,30/07/19,5,15,A,S,N,,Webbfort,0.9141003198675187,133876.24330213523,Individual,0,0,1,1,1,0,0,1,0,1,0,0,,0.0,1,0,1,1,0,1,0,1,0,0
brownshaun@example.net,3458852,N,MX,F,57,01/12/18,1,18,B,S,S,8.0,Maxwelltown,0.07482035658643571,90555.50463625885,Individual,0,1,0,0,0,1,1,1,0,1,0,0,1.0,1.0,0,0,1,0,1,0,1,0,1,0
harmonjohn@example.com,2462602,N,MX,O,45,07/09/23,1,11,A,N,S,43.0,West Paulstad,0.04672297620619137,67388.44564549798,Premium,1,1,1,0,0,0,1,0,1,1,1,1,0.0,,0,0,1,1,0,1,0,0,0,0
jerry15@example.com,3010950,S,CA,O,53,11/11/18,5,4,A,N,S,5.0,New Nicolemouth,0.252009982290319,64146.335641593396,Business,1,0,0,0,0,0,1,1,0,1,0,1,0.0,,0,1,0,1,0,0,1,0,0,1
brewererin@example.org,3538314,S,US,O,52,03/02/20,5,14,B,S,S,25.0,North Shane,0.7912430299669919,126200.5666817581,Individual,0,0,1,0,0,0,0,0,1,0,0,1,1.0,1.0,1,0,1,1,0,0,1,0,1,0
bfitzgerald@example.org,2523915,N,MX,M,38,22/10/16,5,13,C,N,N,,Jerrybury,0.505841978555949,74487.84769018568,Business,1,1,1,0,1,0,0,1,0,0,1,0,0.0,1.0,1,1,1,1,0,0,0,0,0,0
triley@example.com,2446579,S,MX,O,43,21/05/18,4,2,A,S,N,23.0,Kaneshire,0.23923713637223287,45177.38717578005,Business,0,0,0,1,0,0,1,0,0,0,0,1,0.0,0.0,0,1,0,1,0,0,1,1,0,0
gonzalezpaige@example.com,8206829,N,CA,F,19,25/02/16,6,3,C,S,S,26.0,Sabrinastad,0.5163314169001898,95372.49477914763,Premium,0,1,0,0,0,1,0,1,1,1,0,0,1.0,0.0,0,0,1,0,0,0,1,1,1,1
ballison@example.net,6637909,N,US,F,22,27/02/18,9,5,A,N,N,55.0,Meghanchester,0.985543164567401,108395.86383866446,Business,1,0,1,1,1,0,1,1,0,1,0,1,0.0,1.0,1,1,1,0,0,1,1,1,1,0
smartinez@example.net,1827330,N,US,F,22,25/09/17,10,16,A,N,S,40.0,Weberville,0.484385717647414,83561.7284501908,Individual,1,0,0,0,0,0,1,1,0,0,1,0,1.0,0.0,0,1,0,0,0,0,0,0,0,1
victoriaguerrero@example.net,6422317,N,MX,M,77,10/07/20,1,8,B,N,S,11.0,Lake Brandon,0.6447957700823175,20258.781301768635,Business,1,0,0,1,0,1,0,1,1,1,0,1,1.0,1.0,1,1,1,1,0,0,1,1,1,1
